,STNAME,State,City,PopEstimate2016
59122,Ohio,OH,BALANCE OF MILL TOWNSHIP,1948
59123,Ohio,OH,NEW PHILADELPHIA CITY,17462
59124,Ohio,OH,NEW PHILADELPHIA CITY,17462
59125,Ohio,OH,OXFORD TOWNSHIP,4899
59126,Ohio,OH,NEWCOMERSTOWN VILLAGE (PT.),3774
59127,Ohio,OH,BALANCE OF OXFORD TOWNSHIP,1125
59128,Ohio,OH,PERRY TOWNSHIP,432
59129,Ohio,OH,RUSH TOWNSHIP,862
59130,Ohio,OH,GNADENHUTTEN VILLAGE (PT.),0
59131,Ohio,OH,BALANCE OF RUSH TOWNSHIP,862
59132,Ohio,OH,SALEM TOWNSHIP,1677
59133,Ohio,OH,NEWCOMERSTOWN VILLAGE (PT.),0
59134,Ohio,OH,PORT WASHINGTON VILLAGE,566
59135,Ohio,OH,BALANCE OF SALEM TOWNSHIP,1111
59136,Ohio,OH,SANDY TOWNSHIP,2951
59137,Ohio,OH,MINERAL CITY VILLAGE,719
59138,Ohio,OH,BALANCE OF SANDY TOWNSHIP,2232
59139,Ohio,OH,SUGAR CREEK TOWNSHIP,4188
59140,Ohio,OH,SUGARCREEK VILLAGE,2222
59141,Ohio,OH,BALANCE OF SUGAR CREEK TOWNSHIP,1966
59142,Ohio,OH,UNION TOWNSHIP,1485
59143,Ohio,OH,DENNISON VILLAGE (PT.),152
59144,Ohio,OH,ROSWELL VILLAGE (PT.),81
59145,Ohio,OH,BALANCE OF UNION TOWNSHIP,1252
59146,Ohio,OH,WARREN TOWNSHIP,1167
59147,Ohio,OH,WARWICK TOWNSHIP,2778
59148,Ohio,OH,GNADENHUTTEN VILLAGE (PT.),20
59149,Ohio,OH,MIDVALE VILLAGE (PT.),4
59150,Ohio,OH,TUSCARAWAS VILLAGE,1055
59151,Ohio,OH,BALANCE OF WARWICK TOWNSHIP,1699
59152,Ohio,OH,WASHINGTON TOWNSHIP,815
59153,Ohio,OH,WAYNE TOWNSHIP,2137
59154,Ohio,OH,YORK TOWNSHIP,1331
59155,Ohio,OH,UNION COUNTY,55457
59156,Ohio,OH,DUBLIN CITY (PT.),2487
59157,Ohio,OH,MAGNETIC SPRINGS VILLAGE,281
59158,Ohio,OH,MARYSVILLE CITY,23406
59159,Ohio,OH,MILFORD CENTER VILLAGE,840
59160,Ohio,OH,PLAIN CITY VILLAGE (PT.),841
59161,Ohio,OH,RICHWOOD VILLAGE,2316
59162,Ohio,OH,UNIONVILLE CENTER VILLAGE,237
59163,Ohio,OH,BALANCE OF UNION COUNTY,25049
59164,Ohio,OH,ALLEN TOWNSHIP,2421
59165,Ohio,OH,CLAIBOURNE TOWNSHIP,3693
59166,Ohio,OH,RICHWOOD VILLAGE,2316
59167,Ohio,OH,BALANCE OF CLAIBOURNE TOWNSHIP,1377
59168,Ohio,OH,DARBY TOWNSHIP,2183
59169,Ohio,OH,MARYSVILLE CITY (PT.),17
59170,Ohio,OH,UNIONVILLE CENTER VILLAGE,237
59171,Ohio,OH,BALANCE OF DARBY TOWNSHIP,1929
59172,Ohio,OH,DOVER TOWNSHIP,2301
59173,Ohio,OH,MARYSVILLE CITY (PT.),0
59174,Ohio,OH,BALANCE OF DOVER TOWNSHIP,2301
59175,Ohio,OH,JACKSON TOWNSHIP,1022
59176,Ohio,OH,JEROME TOWNSHIP,7974
59177,Ohio,OH,DUBLIN CITY (PT.),2487
59178,Ohio,OH,PLAIN CITY VILLAGE (PT.),841
59179,Ohio,OH,BALANCE OF JEROME TOWNSHIP,4646
59180,Ohio,OH,LEESBURG TOWNSHIP,1493
59181,Ohio,OH,MAGNETIC SPRINGS VILLAGE,281
59182,Ohio,OH,BALANCE OF LEESBURG TOWNSHIP,1212
59183,Ohio,OH,LIBERTY TOWNSHIP,2074
59184,Ohio,OH,MILLCREEK TOWNSHIP,1400
59185,Ohio,OH,MARYSVILLE CITY (PT.),6
59186,Ohio,OH,BALANCE OF MILLCREEK TOWNSHIP,1394
59187,Ohio,OH,PARIS TOWNSHIP,25065
59188,Ohio,OH,MARYSVILLE CITY (PT.),23383
59189,Ohio,OH,BALANCE OF PARIS TOWNSHIP,1682
59190,Ohio,OH,TAYLOR TOWNSHIP,1664
59191,Ohio,OH,UNION TOWNSHIP,1873
59192,Ohio,OH,MILFORD CENTER VILLAGE,840
59193,Ohio,OH,BALANCE OF UNION TOWNSHIP,1033
59194,Ohio,OH,WASHINGTON TOWNSHIP,871
59195,Ohio,OH,YORK TOWNSHIP,1423
59196,Ohio,OH,VAN WERT COUNTY,28362
59197,Ohio,OH,CONVOY VILLAGE,1064
59198,Ohio,OH,DELPHOS CITY (PT.),3067
59199,Ohio,OH,ELGIN VILLAGE,56
59200,Ohio,OH,MIDDLE POINT VILLAGE,560
59201,Ohio,OH,OHIO CITY VILLAGE,686
59202,Ohio,OH,SCOTT VILLAGE (PT.),164
59203,Ohio,OH,VAN WERT CITY,10728
59204,Ohio,OH,VENEDOCIA VILLAGE,122
59205,Ohio,OH,WILLSHIRE VILLAGE,383
59206,Ohio,OH,WREN VILLAGE,191
59207,Ohio,OH,BALANCE OF VAN WERT COUNTY,11341
59208,Ohio,OH,HARRISON TOWNSHIP,1040
59209,Ohio,OH,HOAGLIN TOWNSHIP,659
59210,Ohio,OH,JACKSON TOWNSHIP,454
59211,Ohio,OH,JENNINGS TOWNSHIP,647
59212,Ohio,OH,VENEDOCIA VILLAGE (PT.),56
59213,Ohio,OH,BALANCE OF JENNINGS TOWNSHIP,591
59214,Ohio,OH,LIBERTY TOWNSHIP,1529
59215,Ohio,OH,OHIO CITY VILLAGE,686
59216,Ohio,OH,BALANCE OF LIBERTY TOWNSHIP,843
59217,Ohio,OH,PLEASANT TOWNSHIP,10617
59218,Ohio,OH,VAN WERT CITY (PT.),8840
59219,Ohio,OH,BALANCE OF PLEASANT TOWNSHIP,1777
59220,Ohio,OH,RIDGE TOWNSHIP,3188
59221,Ohio,OH,VAN WERT CITY (PT.),1888
59222,Ohio,OH,BALANCE OF RIDGE TOWNSHIP,1300
59223,Ohio,OH,TULLY TOWNSHIP,2038
59224,Ohio,OH,CONVOY VILLAGE,1064
59225,Ohio,OH,BALANCE OF TULLY TOWNSHIP,974
59226,Ohio,OH,UNION TOWNSHIP,924
59227,Ohio,OH,SCOTT VILLAGE (PT.),164
59228,Ohio,OH,BALANCE OF UNION TOWNSHIP,760
59229,Ohio,OH,WASHINGTON TOWNSHIP,5005
59230,Ohio,OH,DELPHOS CITY (PT.),3067
59231,Ohio,OH,MIDDLE POINT VILLAGE,560
59232,Ohio,OH,BALANCE OF WASHINGTON TOWNSHIP,1378
59233,Ohio,OH,WILLSHIRE TOWNSHIP,1554
59234,Ohio,OH,WILLSHIRE VILLAGE,383
59235,Ohio,OH,WREN VILLAGE,191
59236,Ohio,OH,BALANCE OF WILLSHIRE TOWNSHIP,980
59237,Ohio,OH,YORK TOWNSHIP,707
59238,Ohio,OH,ELGIN VILLAGE,56
59239,Ohio,OH,VENEDOCIA VILLAGE (PT.),66
59240,Ohio,OH,BALANCE OF YORK TOWNSHIP,585
59241,Ohio,OH,VINTON COUNTY,12921
59242,Ohio,OH,HAMDEN VILLAGE,855
59243,Ohio,OH,MCARTHUR VILLAGE,1645
59244,Ohio,OH,WILKESVILLE VILLAGE,147
59245,Ohio,OH,ZALESKI VILLAGE,263
59246,Ohio,OH,BALANCE OF VINTON COUNTY,10011
59247,Ohio,OH,BROWN TOWNSHIP,278
59248,Ohio,OH,CLINTON TOWNSHIP,1984
59249,Ohio,OH,HAMDEN VILLAGE,855
59250,Ohio,OH,BALANCE OF CLINTON TOWNSHIP,1129
59251,Ohio,OH,EAGLE TOWNSHIP,671
59252,Ohio,OH,ELK TOWNSHIP,3188
59253,Ohio,OH,MCARTHUR VILLAGE,1645
59254,Ohio,OH,BALANCE OF ELK TOWNSHIP,1543
59255,Ohio,OH,HARRISON TOWNSHIP,1028
59256,Ohio,OH,JACKSON TOWNSHIP,716
59257,Ohio,OH,KNOX TOWNSHIP,540
59258,Ohio,OH,MADISON TOWNSHIP,574
59259,Ohio,OH,ZALESKI VILLAGE,263
59260,Ohio,OH,BALANCE OF MADISON TOWNSHIP,311
59261,Ohio,OH,RICHLAND TOWNSHIP,1674
59262,Ohio,OH,SWAN TOWNSHIP,879
59263,Ohio,OH,VINTON TOWNSHIP,530
59264,Ohio,OH,WILKESVILLE TOWNSHIP,859
59265,Ohio,OH,WILKESVILLE VILLAGE,147
59266,Ohio,OH,BALANCE OF WILKESVILLE TOWNSHIP,712
59267,Ohio,OH,WARREN COUNTY,227063
59268,Ohio,OH,BLANCHESTER VILLAGE (PT.),0
59269,Ohio,OH,BUTLERVILLE VILLAGE,166
59270,Ohio,OH,CARLISLE VILLAGE (PT.),5128
59271,Ohio,OH,CORWIN VILLAGE,444
59272,Ohio,OH,FRANKLIN CITY,11780
59273,Ohio,OH,HARVEYSBURG VILLAGE,556
59274,Ohio,OH,LEBANON CITY,20651
59275,Ohio,OH,LOVELAND CITY (PT.),816
59276,Ohio,OH,MAINEVILLE VILLAGE,1056
59277,Ohio,OH,MASON CITY,33037
59278,Ohio,OH,MIDDLETOWN CITY (PT.),2749
59279,Ohio,OH,MONROE CITY (PT.),142
59280,Ohio,OH,MORROW VILLAGE,1272
59281,Ohio,OH,PLEASANT PLAIN VILLAGE,160
59282,Ohio,OH,SOUTH LEBANON VILLAGE,4402
59283,Ohio,OH,SPRINGBORO CITY (PT.),17188
59284,Ohio,OH,WAYNESVILLE VILLAGE,3039
59285,Ohio,OH,BALANCE OF WARREN COUNTY,124477
59286,Ohio,OH,CLEAR CREEK TOWNSHIP,32518
59287,Ohio,OH,SPRINGBORO CITY (PT.),17188
59288,Ohio,OH,BALANCE OF CLEAR CREEK TOWNSHIP,15330
59289,Ohio,OH,DEERFIELD TOWNSHIP,39209
59290,Ohio,OH,SOUTH LEBANON VILLAGE (PT.),0
59291,Ohio,OH,BALANCE OF DEERFIELD TOWNSHIP,39209
59292,Ohio,OH,FRANKLIN TOWNSHIP,31695
59293,Ohio,OH,CARLISLE VILLAGE (PT.),5128
59294,Ohio,OH,FRANKLIN CITY,11780
59295,Ohio,OH,MIDDLETOWN CITY (PT.),2257
59296,Ohio,OH,BALANCE OF FRANKLIN TOWNSHIP,12530
59297,Ohio,OH,HAMILTON TOWNSHIP,25541
59298,Ohio,OH,MAINEVILLE VILLAGE,1056
59299,Ohio,OH,SOUTH LEBANON VILLAGE (PT.),1864
59300,Ohio,OH,BALANCE OF HAMILTON TOWNSHIP,22621
59301,Ohio,OH,HARLAN TOWNSHIP,5082
59302,Ohio,OH,BLANCHESTER VILLAGE (PT.),0
59303,Ohio,OH,BUTLERVILLE VILLAGE,166
59304,Ohio,OH,PLEASANT PLAIN VILLAGE,160
59305,Ohio,OH,BALANCE OF HARLAN TOWNSHIP,4756
59306,Ohio,OH,LEBANON CITY,20651
59307,Ohio,OH,LEBANON CITY,20651
59308,Ohio,OH,LOVELAND CITY,816
59309,Ohio,OH,LOVELAND CITY (PT.),816
59310,Ohio,OH,MASON CITY,33037
59311,Ohio,OH,MASON CITY,33037
59312,Ohio,OH,MASSIE TOWNSHIP,1200
59313,Ohio,OH,HARVEYSBURG VILLAGE,556
59314,Ohio,OH,BALANCE OF MASSIE TOWNSHIP,644
59315,Ohio,OH,SALEM TOWNSHIP,4731
59316,Ohio,OH,MORROW VILLAGE,1272
59317,Ohio,OH,BALANCE OF SALEM TOWNSHIP,3459
59318,Ohio,OH,TURTLECREEK TOWNSHIP,15711
59319,Ohio,OH,MIDDLETOWN CITY (PT.),492
59320,Ohio,OH,MONROE CITY (PT.),142
59321,Ohio,OH,BALANCE OF TURTLECREEK TOWNSHIP,15077
59322,Ohio,OH,UNION TOWNSHIP,5084
59323,Ohio,OH,SOUTH LEBANON VILLAGE (PT.),2538
59324,Ohio,OH,BALANCE OF UNION TOWNSHIP,2546
59325,Ohio,OH,WASHINGTON TOWNSHIP,2938
59326,Ohio,OH,WAYNE TOWNSHIP,8850
59327,Ohio,OH,CORWIN VILLAGE,444
59328,Ohio,OH,WAYNESVILLE VILLAGE,3039
59329,Ohio,OH,BALANCE OF WAYNE TOWNSHIP,5367
59330,Ohio,OH,WASHINGTON COUNTY,60610
59331,Ohio,OH,BELPRE CITY,6461
59332,Ohio,OH,BEVERLY VILLAGE,1316
59333,Ohio,OH,LOWELL VILLAGE,545
59334,Ohio,OH,LOWER SALEM VILLAGE,86
59335,Ohio,OH,MACKSBURG VILLAGE,186
59336,Ohio,OH,MARIETTA CITY,13650
59337,Ohio,OH,MATAMORAS VILLAGE,881
59338,Ohio,OH,BALANCE OF WASHINGTON COUNTY,37485
59339,Ohio,OH,ADAMS TOWNSHIP,1588
59340,Ohio,OH,LOWELL VILLAGE,545
59341,Ohio,OH,BALANCE OF ADAMS TOWNSHIP,1043
59342,Ohio,OH,AURELIUS TOWNSHIP,410
59343,Ohio,OH,MACKSBURG VILLAGE,186
59344,Ohio,OH,BALANCE OF AURELIUS TOWNSHIP,224
59345,Ohio,OH,BARLOW TOWNSHIP,2565
59346,Ohio,OH,BELPRE CITY,6461
59347,Ohio,OH,BELPRE CITY,6461
59348,Ohio,OH,BELPRE TOWNSHIP,3808
59349,Ohio,OH,DECATUR TOWNSHIP,1263
59350,Ohio,OH,DUNHAM TOWNSHIP,2525
59351,Ohio,OH,FAIRFIELD TOWNSHIP,1082
59352,Ohio,OH,FEARING TOWNSHIP,877
59353,Ohio,OH,GRANDVIEW TOWNSHIP,1700
59354,Ohio,OH,MATAMORAS VILLAGE,881
59355,Ohio,OH,BALANCE OF GRANDVIEW TOWNSHIP,819
59356,Ohio,OH,INDEPENDENCE TOWNSHIP,336
59357,Ohio,OH,LAWRENCE TOWNSHIP,884
59358,Ohio,OH,LIBERTY TOWNSHIP,469
59359,Ohio,OH,LUDLOW TOWNSHIP,317
59360,Ohio,OH,MARIETTA CITY,13650
59361,Ohio,OH,MARIETTA CITY,13650
59362,Ohio,OH,MARIETTA TOWNSHIP,4511
59363,Ohio,OH,MUSKINGUM TOWNSHIP,4407
59364,Ohio,OH,NEWPORT TOWNSHIP,1942
59365,Ohio,OH,PALMER TOWNSHIP,550
59366,Ohio,OH,SALEM TOWNSHIP,1122
59367,Ohio,OH,LOWER SALEM VILLAGE,86
59368,Ohio,OH,BALANCE OF SALEM TOWNSHIP,1036
59369,Ohio,OH,WARREN TOWNSHIP,3966
59370,Ohio,OH,WATERFORD TOWNSHIP,3664
59371,Ohio,OH,BEVERLY VILLAGE,1316
59372,Ohio,OH,BALANCE OF WATERFORD TOWNSHIP,2348
59373,Ohio,OH,WATERTOWN TOWNSHIP,1553
59374,Ohio,OH,WESLEY TOWNSHIP,960
59375,Ohio,OH,WAYNE COUNTY,116470
59376,Ohio,OH,APPLE CREEK VILLAGE,1186
59377,Ohio,OH,BURBANK VILLAGE,208
59378,Ohio,OH,CONGRESS VILLAGE,186
59379,Ohio,OH,CRESTON VILLAGE (PT.),2093
59380,Ohio,OH,DALTON VILLAGE,1854
59381,Ohio,OH,DOYLESTOWN VILLAGE,3108
59382,Ohio,OH,FREDERICKSBURG VILLAGE,420
59383,Ohio,OH,MARSHALLVILLE VILLAGE,760
59384,Ohio,OH,MOUNT EATON VILLAGE,242
59385,Ohio,OH,NORTON CITY (PT.),4
59386,Ohio,OH,ORRVILLE CITY,8505
59387,Ohio,OH,RITTMAN CITY (PT.),6479
59388,Ohio,OH,SHREVE VILLAGE,1521
59389,Ohio,OH,SMITHVILLE VILLAGE,1273
59390,Ohio,OH,WEST SALEM VILLAGE,1489
59391,Ohio,OH,WOOSTER CITY,27023
59392,Ohio,OH,BALANCE OF WAYNE COUNTY,60119
59393,Ohio,OH,BAUGHMAN TOWNSHIP,4584
59394,Ohio,OH,MARSHALLVILLE VILLAGE (PT.),562
59395,Ohio,OH,ORRVILLE CITY (PT.),1071
59396,Ohio,OH,BALANCE OF BAUGHMAN TOWNSHIP,2951
59397,Ohio,OH,CANAAN TOWNSHIP,4925
59398,Ohio,OH,BURBANK VILLAGE (PT.),143
59399,Ohio,OH,CRESTON VILLAGE (PT.),2093
59400,Ohio,OH,BALANCE OF CANAAN TOWNSHIP,2689
59401,Ohio,OH,CHESTER TOWNSHIP,3101
59402,Ohio,OH,CHIPPEWA TOWNSHIP,10313
59403,Ohio,OH,DOYLESTOWN VILLAGE,3108
59404,Ohio,OH,MARSHALLVILLE VILLAGE (PT.),198
59405,Ohio,OH,BALANCE OF CHIPPEWA TOWNSHIP,7007
59406,Ohio,OH,CLINTON TOWNSHIP,3105
59407,Ohio,OH,SHREVE VILLAGE,1521
59408,Ohio,OH,BALANCE OF CLINTON TOWNSHIP,1584
59409,Ohio,OH,CONGRESS TOWNSHIP,4576
59410,Ohio,OH,BURBANK VILLAGE (PT.),65
59411,Ohio,OH,CONGRESS VILLAGE,186
59412,Ohio,OH,WEST SALEM VILLAGE,1489
59413,Ohio,OH,BALANCE OF CONGRESS TOWNSHIP,2836
59414,Ohio,OH,EAST UNION TOWNSHIP,6896
59415,Ohio,OH,APPLE CREEK VILLAGE,1186
59416,Ohio,OH,BALANCE OF EAST UNION TOWNSHIP,5710
59417,Ohio,OH,FRANKLIN TOWNSHIP,3928
59418,Ohio,OH,GREEN TOWNSHIP,12087
59419,Ohio,OH,ORRVILLE CITY (PT.),7434
59420,Ohio,OH,SMITHVILLE VILLAGE,1273
59421,Ohio,OH,BALANCE OF GREEN TOWNSHIP,3380
59422,Ohio,OH,MILTON TOWNSHIP,3060
59423,Ohio,OH,NORTON CITY,4
59424,Ohio,OH,NORTON CITY (PT.),4
59425,Ohio,OH,PAINT TOWNSHIP,3249
59426,Ohio,OH,MOUNT EATON VILLAGE,242
59427,Ohio,OH,BALANCE OF PAINT TOWNSHIP,3007
59428,Ohio,OH,PLAIN TOWNSHIP,3128
59429,Ohio,OH,RITTMAN CITY,6479
59430,Ohio,OH,RITTMAN CITY (PT.),6479
59431,Ohio,OH,SALT CREEK TOWNSHIP,4370
59432,Ohio,OH,FREDERICKSBURG VILLAGE,420
59433,Ohio,OH,BALANCE OF SALT CREEK TOWNSHIP,3950
59434,Ohio,OH,SUGAR CREEK TOWNSHIP,6732
59435,Ohio,OH,DALTON VILLAGE,1854
59436,Ohio,OH,BALANCE OF SUGAR CREEK TOWNSHIP,4878
59437,Ohio,OH,WAYNE TOWNSHIP,4144
59438,Ohio,OH,WOOSTER CITY,27023
59439,Ohio,OH,WOOSTER CITY,27023
59440,Ohio,OH,WOOSTER TOWNSHIP,4766
59441,Ohio,OH,WILLIAMS COUNTY,37017
59442,Ohio,OH,BLAKESLEE VILLAGE,95
59443,Ohio,OH,BRYAN CITY,8434
59444,Ohio,OH,EDGERTON VILLAGE,1995
59445,Ohio,OH,EDON VILLAGE,820
59446,Ohio,OH,HOLIDAY CITY VILLAGE,52
59447,Ohio,OH,MONTPELIER VILLAGE,3988
59448,Ohio,OH,PIONEER VILLAGE,1408
59449,Ohio,OH,STRYKER VILLAGE,1308
59450,Ohio,OH,WEST UNITY VILLAGE,1645
59451,Ohio,OH,BALANCE OF WILLIAMS COUNTY,17272
59452,Ohio,OH,BRADY TOWNSHIP,2547
59453,Ohio,OH,WEST UNITY VILLAGE,1645
59454,Ohio,OH,BALANCE OF BRADY TOWNSHIP,902
59455,Ohio,OH,BRIDGEWATER TOWNSHIP,1448
59456,Ohio,OH,BRYAN CITY,8434
59457,Ohio,OH,BRYAN CITY,8434
59458,Ohio,OH,CENTER TOWNSHIP,2831
59459,Ohio,OH,FLORENCE TOWNSHIP,1983
59460,Ohio,OH,BLAKESLEE VILLAGE,95
59461,Ohio,OH,EDON VILLAGE,820
59462,Ohio,OH,BALANCE OF FLORENCE TOWNSHIP,1068
59463,Ohio,OH,JEFFERSON TOWNSHIP,1884
59464,Ohio,OH,HOLIDAY CITY VILLAGE (PT.),41
59465,Ohio,OH,BALANCE OF JEFFERSON TOWNSHIP,1843
59466,Ohio,OH,MADISON TOWNSHIP,962
59467,Ohio,OH,HOLIDAY CITY VILLAGE (PT.),11
59468,Ohio,OH,BALANCE OF MADISON TOWNSHIP,951
59469,Ohio,OH,MILL CREEK TOWNSHIP,777
59470,Ohio,OH,MONTPELIER VILLAGE,3988
59471,Ohio,OH,MONTPELIER VILLAGE,3988
59472,Ohio,OH,NORTHWEST TOWNSHIP,1204
59473,Ohio,OH,PIONEER VILLAGE,1408
59474,Ohio,OH,PIONEER VILLAGE,1408
59475,Ohio,OH,PULASKI TOWNSHIP,2299
59476,Ohio,OH,ST. JOSEPH TOWNSHIP,2789
59477,Ohio,OH,EDGERTON VILLAGE,1995
59478,Ohio,OH,BALANCE OF ST. JOSEPH TOWNSHIP,794
59479,Ohio,OH,SPRINGFIELD TOWNSHIP,3096
59480,Ohio,OH,STRYKER VILLAGE,1308
59481,Ohio,OH,BALANCE OF SPRINGFIELD TOWNSHIP,1788
59482,Ohio,OH,SUPERIOR TOWNSHIP,1367
59483,Ohio,OH,WOOD COUNTY,130219
59484,Ohio,OH,BAIRDSTOWN VILLAGE,134
59485,Ohio,OH,BLOOMDALE VILLAGE,685
59486,Ohio,OH,BOWLING GREEN CITY,31588
59487,Ohio,OH,BRADNER VILLAGE,1018
59488,Ohio,OH,CUSTAR VILLAGE,185
59489,Ohio,OH,CYGNET VILLAGE,617
59490,Ohio,OH,FOSTORIA CITY (PT.),1054
59491,Ohio,OH,GRAND RAPIDS VILLAGE,998
59492,Ohio,OH,HASKINS VILLAGE,1227
59493,Ohio,OH,HOYTVILLE VILLAGE,307
59494,Ohio,OH,JERRY CITY VILLAGE,441
59495,Ohio,OH,LUCKEY VILLAGE,1045
59496,Ohio,OH,MILLBURY VILLAGE,1245
59497,Ohio,OH,MILTON CENTER VILLAGE,149
59498,Ohio,OH,NORTH BALTIMORE VILLAGE,3529
59499,Ohio,OH,NORTHWOOD CITY,5394
59500,Ohio,OH,PEMBERVILLE VILLAGE,1418
59501,Ohio,OH,PERRYSBURG CITY,21592
59502,Ohio,OH,PORTAGE VILLAGE,466
59503,Ohio,OH,RISINGSUN VILLAGE,626
59504,Ohio,OH,ROSSFORD CITY,6570
59505,Ohio,OH,TONTOGANY VILLAGE,382
59506,Ohio,OH,WALBRIDGE VILLAGE,3094
59507,Ohio,OH,WAYNE VILLAGE,921
59508,Ohio,OH,WEST MILLGROVE VILLAGE,180
59509,Ohio,OH,WESTON VILLAGE,1631
59510,Ohio,OH,BALANCE OF WOOD COUNTY,43723
59511,Ohio,OH,BLOOM TOWNSHIP,2680
59512,Ohio,OH,BAIRDSTOWN VILLAGE,134
59513,Ohio,OH,BLOOMDALE VILLAGE,685
59514,Ohio,OH,CYGNET VILLAGE,617
59515,Ohio,OH,JERRY CITY VILLAGE (PT.),208
59516,Ohio,OH,NORTH BALTIMORE VILLAGE (PT.),0
59517,Ohio,OH,BALANCE OF BLOOM TOWNSHIP,1036
59518,Ohio,OH,BOWLING GREEN CITY,31588
59519,Ohio,OH,BOWLING GREEN CITY,31588
59520,Ohio,OH,CENTER TOWNSHIP,1245
59521,Ohio,OH,FOSTORIA CITY,1054
59522,Ohio,OH,FOSTORIA CITY (PT.),1054
59523,Ohio,OH,FREEDOM TOWNSHIP,2817
59524,Ohio,OH,PEMBERVILLE VILLAGE,1418
59525,Ohio,OH,BALANCE OF FREEDOM TOWNSHIP,1399
59526,Ohio,OH,GRAND RAPIDS TOWNSHIP,1659
59527,Ohio,OH,GRAND RAPIDS VILLAGE,998
59528,Ohio,OH,BALANCE OF GRAND RAPIDS TOWNSHIP,661
59529,Ohio,OH,HENRY TOWNSHIP,4297
59530,Ohio,OH,NORTH BALTIMORE VILLAGE (PT.),3529
59531,Ohio,OH,BALANCE OF HENRY TOWNSHIP,768
59532,Ohio,OH,JACKSON TOWNSHIP,812
59533,Ohio,OH,HOYTVILLE VILLAGE,307
59534,Ohio,OH,BALANCE OF JACKSON TOWNSHIP,505
59535,Ohio,OH,LAKE TOWNSHIP,11333
59536,Ohio,OH,MILLBURY VILLAGE,1245
59537,Ohio,OH,WALBRIDGE VILLAGE,3094
59538,Ohio,OH,BALANCE OF LAKE TOWNSHIP,6994
59539,Ohio,OH,LIBERTY TOWNSHIP,1820
59540,Ohio,OH,PORTAGE VILLAGE (PT.),143
59541,Ohio,OH,BALANCE OF LIBERTY TOWNSHIP,1677
59542,Ohio,OH,MIDDLETON TOWNSHIP,4621
59543,Ohio,OH,HASKINS VILLAGE,1227
59544,Ohio,OH,BALANCE OF MIDDLETON TOWNSHIP,3394
59545,Ohio,OH,MILTON TOWNSHIP,1012
59546,Ohio,OH,CUSTAR VILLAGE,185
59547,Ohio,OH,MILTON CENTER VILLAGE,149
59548,Ohio,OH,WESTON VILLAGE (PT.),0
59549,Ohio,OH,BALANCE OF MILTON TOWNSHIP,678
59550,Ohio,OH,MONTGOMERY TOWNSHIP,4367
59551,Ohio,OH,BRADNER VILLAGE,1018
59552,Ohio,OH,RISINGSUN VILLAGE,626
59553,Ohio,OH,WAYNE VILLAGE,921
59554,Ohio,OH,BALANCE OF MONTGOMERY TOWNSHIP,1802
59555,Ohio,OH,NORTHWOOD CITY,5394
59556,Ohio,OH,NORTHWOOD CITY,5394
59557,Ohio,OH,PERRY TOWNSHIP,1661
59558,Ohio,OH,WEST MILLGROVE VILLAGE,180
59559,Ohio,OH,BALANCE OF PERRY TOWNSHIP,1481
59560,Ohio,OH,PERRYSBURG CITY,21592
59561,Ohio,OH,PERRYSBURG CITY,21592
59562,Ohio,OH,PERRYSBURG TOWNSHIP,12724
59563,Ohio,OH,PLAIN TOWNSHIP,1688
59564,Ohio,OH,PORTAGE TOWNSHIP,1675
59565,Ohio,OH,JERRY CITY VILLAGE (PT.),233
59566,Ohio,OH,PORTAGE VILLAGE (PT.),323
59567,Ohio,OH,BALANCE OF PORTAGE TOWNSHIP,1119
59568,Ohio,OH,ROSSFORD CITY,6570
59569,Ohio,OH,ROSSFORD CITY,6570
59570,Ohio,OH,TROY TOWNSHIP,3973
59571,Ohio,OH,LUCKEY VILLAGE,1045
59572,Ohio,OH,BALANCE OF TROY TOWNSHIP,2928
59573,Ohio,OH,WASHINGTON TOWNSHIP,1907
59574,Ohio,OH,TONTOGANY VILLAGE,382
59575,Ohio,OH,BALANCE OF WASHINGTON TOWNSHIP,1525
59576,Ohio,OH,WEBSTER TOWNSHIP,1328
59577,Ohio,OH,WESTON TOWNSHIP,2402
59578,Ohio,OH,WESTON VILLAGE (PT.),1631
59579,Ohio,OH,BALANCE OF WESTON TOWNSHIP,771
59580,Ohio,OH,WYANDOT COUNTY,22118
59581,Ohio,OH,CAREY VILLAGE,3581
59582,Ohio,OH,HARPSTER VILLAGE,199
59583,Ohio,OH,KIRBY VILLAGE,115
59584,Ohio,OH,MARSEILLES VILLAGE,109
59585,Ohio,OH,NEVADA VILLAGE,740
59586,Ohio,OH,SYCAMORE VILLAGE,831
59587,Ohio,OH,UPPER SANDUSKY CITY,6539
59588,Ohio,OH,WHARTON VILLAGE,350
59589,Ohio,OH,BALANCE OF WYANDOT COUNTY,9654
59590,Ohio,OH,ANTRIM TOWNSHIP,1208
59591,Ohio,OH,NEVADA VILLAGE (PT.),466
59592,Ohio,OH,BALANCE OF ANTRIM TOWNSHIP,742
59593,Ohio,OH,CRANE TOWNSHIP,7425
59594,Ohio,OH,UPPER SANDUSKY CITY (PT.),6535
59595,Ohio,OH,BALANCE OF CRANE TOWNSHIP,890
59596,Ohio,OH,CRAWFORD TOWNSHIP,4664
59597,Ohio,OH,CAREY VILLAGE,3581
59598,Ohio,OH,BALANCE OF CRAWFORD TOWNSHIP,1083
59599,Ohio,OH,EDEN TOWNSHIP,1059
