,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
2078,FL,DUVAL,JACKSONVILLE BEACH,BAPTIST MEDICAL CENTER - BEACHES,"1350 13TH AVE S
JACKSONVILLE BEACH, FL
(30.274527, -81.399469)",3,525,23,NaN,NaN
2079,FL,POLK,BARTOW,BARTOW REGIONAL MEDICAL CENTER,"2200 OSPREY BLVD
BARTOW, FL
(27.919146, -81.846254)",3,543,23,NaN,NaN
2080,FL,PINELLAS,SAINT PETERSBURG,PALMS OF PASADENA HOSPITAL,"1501 PASADENA AVE S
SAINT PETERSBURG, FL
(27.753517, -82.738176)",3,728,23,NaN,NaN
2081,FL,HILLSBOROUGH,PLANT CITY,SOUTH FLORIDA BAPTIST HOSPITAL,"301 N ALEXANDER ST
PLANT CITY, FL
(28.016163, -82.138002)",3,1000,17,NaN,NaN
2082,FL,FLAGLER,PALM COAST,FLORIDA HOSPITAL FLAGLER,"60 MEMORIAL MEDICAL PKWY
PALM COAST, FL
(29.478987, -81.190089)",3,1616,28,NaN,NaN
2083,FL,SANTA ROSA,MILTON,SANTA ROSA MEDICAL CENTER,"6002 BERRYHILL RD
MILTON, FL
(30.632616, -87.06825)",2,617,23,NaN,NaN
2084,FL,MIAMI-DADE,HOMESTEAD,HOMESTEAD HOSPITAL,"975 BAPTIST WAY
HOMESTEAD, FL
(25.477839, -80.430371)",3,272,10,NaN,NaN
2085,FL,MONROE,KEY WEST,LOWER KEYS MEDICAL CENTER,"5900 COLLEGE ROAD
KEY WEST, FL
(24.581573, -81.743688)",2,426,19,NaN,NaN
2086,FL,NASSAU,FERNANDINA BEACH,BAPTIST MEDICAL CENTER - NASSAU,"1250 S 18TH ST
FERNANDINA BEACH, FL
(30.653028, -81.449462)",4,382,23,NaN,NaN
2087,FL,HILLSBOROUGH,TAMPA,TAMPA GENERAL HOSPITAL,"1 TAMPA GENERAL CIR
TAMPA, FL
(27.937272, -82.459128)",3,2758,17,NaN,NaN
2088,FL,MIAMI-DADE,AVENTURA,AVENTURA HOSPITAL AND MEDICAL CENTER,"20900 BISCAYNE BLVD
AVENTURA, FL
(25.969859, -80.144257)",2,1248,20,NaN,NaN
2089,FL,OKALOOSA,CRESTVIEW,NORTH OKALOOSA MEDICAL CENTER,"151 REDSTONE AVE SE
CRESTVIEW, FL
(30.737062, -86.565982)",3,662,27,NaN,NaN
2090,FL,ALACHUA,GAINESVILLE,UF HEALTH SHANDS HOSPITAL,"1600 SW ARCHER RD
GAINESVILLE, FL
(29.639223, -82.343325)",3,3521,19,NaN,NaN
2091,FL,JACKSON,MARIANNA,JACKSON HOSPITAL,"4250 HOSPITAL DR
MARIANNA, FL
(30.78748, -85.240932)",4,284,16,NaN,NaN
2092,FL,MIAMI-DADE,HIALEAH,PALMETTO GENERAL HOSPITAL,"2001 W 68TH ST
HIALEAH, FL
(25.884168, -80.324568)",3,507,27,NaN,NaN
2093,FL,MIAMI-DADE,SOUTH MIAMI,SOUTH MIAMI HOSPITAL,"6200 SW 73RD ST
SOUTH MIAMI, FL
(25.703051, -80.293367)",4,279,17,NaN,NaN
2094,FL,POLK,LAKELAND,LAKELAND REGIONAL MEDICAL CENTER,"1324 LAKELAND HILLS BLVD
LAKELAND, FL
(28.059671, -81.953248)",2,5819,23,NaN,NaN
2095,FL,BREVARD,COCOA BEACH,CAPE CANAVERAL HOSPITAL,"701 W COCOA BEACH CAUSEWAY
COCOA BEACH, FL
(28.357879, -80.622733)",3,990,27,NaN,NaN
2096,FL,PALM BEACH,BOCA RATON,BOCA RATON REGIONAL HOSPITAL,"800 MEADOWS RD
BOCA RATON, FL
(26.359599, -80.102211)",3,2734,31,NaN,NaN
2097,FL,DUVAL,JACKSONVILLE,MEMORIAL HOSPITAL JACKSONVILLE,"3625 UNIVERSITY BLVD S
JACKSONVILLE, FL
(30.287633, -81.602405)",2,2254,17,NaN,NaN
2098,FL,MIAMI-DADE,SOUTH MIAMI,LARKIN COMMUNITY HOSPITAL,"7031 SW 62ND AVE
SOUTH MIAMI, FL
(25.705493, -80.293469)",2,157,14,NaN,NaN
2099,FL,PALM BEACH,BELLE GLADE,LAKESIDE MEDICAL CENTER,"39200 HOOKER HWY
BELLE GLADE, FL
(26.725684, -80.670079)",3,237,22,NaN,NaN
2100,FL,BROWARD,PLANTATION,PLANTATION GENERAL HOSPITAL,"401 NW 42ND AVE
PLANTATION, FL
(26.126461, -80.20417)",3,2447,19,NaN,NaN
2101,FL,SEMINOLE,SANFORD,CENTRAL FLORIDA REGIONAL HOSPITAL,"1401 W SEMINOLE BLVD
SANFORD, FL
(28.816202, -81.283577)",2,1097,19,NaN,NaN
2102,FL,DE SOTO,ARCADIA,DESOTO MEMORIAL HOSPITAL,"900 N ROBERT AVE
ARCADIA, FL
(27.227388, -81.851675)",3,258,27,NaN,NaN
2103,FL,SARASOTA,SARASOTA,DOCTORS HOSPITAL OF SARASOTA,"5731 BEE RIDGE RD
SARASOTA, FL
(27.298975, -82.454848)",3,1069,26,NaN,NaN
2104,FL,HILLSBOROUGH,TAMPA,FLORIDA HOSPITAL TAMPA,"3100 E FLETCHER AVE
TAMPA, FL
(28.069226, -82.424525)",3,2948,18,NaN,NaN
2105,FL,PINELLAS,SAINT PETERSBURG,ST PETERSBURG GENERAL HOSPITAL,"6500 38TH AVE N
SAINT PETERSBURG, FL
(27.806299, -82.727297)",2,592,17,NaN,NaN
2106,FL,DUVAL,JACKSONVILLE,MAYO CLINIC,"4500 SAN PABLO RD
JACKSONVILLE, FL
(30.263702, -81.437533)",4,470,30,NaN,NaN
2107,FL,CLAY,ORANGE PARK,ORANGE PARK MEDICAL CENTER,"2001 KINGSLEY AVE
ORANGE PARK, FL
(30.164807, -81.738598)",2,2119,18,NaN,NaN
2108,FL,PASCO,DADE CITY,BAYFRONT HEALTH DADE CITY,"13100 FT KING RD
DADE CITY, FL
(28.348587, -82.201685)",2,343,23,NaN,NaN
2109,FL,HILLSBOROUGH,TAMPA,MEMORIAL HOSPITAL OF TAMPA,"2901 W SWANN AVE
TAMPA, FL
(27.937443, -82.489816)",3,622,21,NaN,NaN
2110,FL,PALM BEACH,PALM BEACH GARDENS,PALM BEACH GARDENS MEDICAL CENTER,"3360 BURNS RD
PALM BEACH GARDENS, FL
(26.830685, -80.085388)",2,511,27,NaN,NaN
2111,FL,MANATEE,BRADENTON,BLAKE MEDICAL CENTER,"2020 59TH ST W
BRADENTON, FL
(27.482176, -82.620468)",2,1382,25,NaN,NaN
2112,FL,OKALOOSA,FORT WALTON BEACH,FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR
FORT WALTON BEACH, FL
(30.454676, -86.632069)",3,1131,20,NaN,NaN
2113,FL,BROWARD,PLANTATION,WESTSIDE REGIONAL MEDICAL CENTER,"8201 W BROWARD BLVD
PLANTATION, FL
(26.120882, -80.258429)",1,1322,21,NaN,NaN
2114,FL,ESCAMBIA,PENSACOLA,WEST FLORIDA HOSPITAL,"8383 N DAVIS HWY
PENSACOLA, FL
(30.515161, -87.21692)",4,2124,23,NaN,NaN
2115,FL,BROWARD,PEMBROKE PINES,MEMORIAL HOSPITAL PEMBROKE,"7800 SHERIDAN ST
PEMBROKE PINES, FL
(26.030929, -80.24612)",3,705,18,NaN,NaN
2116,FL,BROWARD,MARGATE,NORTHWEST MEDICAL CENTER,"2801 N STATE RD 7
MARGATE, FL
(26.262903, -80.201905)",2,1271,20,NaN,NaN
2117,FL,BROWARD,FORT LAUDERDALE,BROWARD HEALTH IMPERIAL POINT,"6401 N FEDERAL HWY
FORT LAUDERDALE, FL
(26.206881, -80.108057)",3,832,21,NaN,NaN
2118,FL,MARION,OCALA,OCALA REGIONAL MEDICAL CENTER,"1431 SW 1ST AVE
OCALA, FL
(29.174744, -82.137839)",2,2541,27,NaN,NaN
2119,FL,CHARLOTTE,PORT CHARLOTTE,FAWCETT MEMORIAL HOSPITAL,"21298 OLEAN BLVD
PORT CHARLOTTE, FL
(26.987872, -82.097729)",2,1329,28,NaN,NaN
2120,FL,PASCO,TRINITY,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401
TRINITY, FL
(28.206014, -82.660964)",3,1292,21,NaN,NaN
2121,FL,INDIAN RIVER,SEBASTIAN,STEWARD SEBASTIAN RIVER MEDICAL CENTER,"13695 US HWY 1
SEBASTIAN, FL
(27.844359, -80.488128)",2,646,30,NaN,NaN
2122,FL,CITRUS,CRYSTAL RIVER,SEVEN RIVERS REGIONAL MEDICAL CENTER,"6201 N SUNCOAST BLVD
CRYSTAL RIVER, FL
(28.950896, -82.625866)",2,609,30,NaN,NaN
2123,FL,HILLSBOROUGH,TAMPA,TAMPA COMMUNITY HOSPITAL,"6001 WEBB RD
TAMPA, FL
(28.00224, -82.575148)",3,365,19,NaN,NaN
2124,FL,SAINT LUCIE,PORT SAINT LUCIE,ST LUCIE MEDICAL CENTER,"1800 SE TIFFANY AVE
PORT SAINT LUCIE, FL
(27.288027, -80.29591)",3,1331,24,NaN,NaN
2125,FL,PASCO,HUDSON,REGIONAL MEDICAL CENTER BAYONET POINT,"14000 FIVAY RD
HUDSON, FL
(28.360811, -82.690228)",2,1236,23,NaN,NaN
2126,FL,OKEECHOBEE,OKEECHOBEE,RAULERSON HOSPITAL,"1796 HWY 441 NORTH
OKEECHOBEE, FL
(27.207002, -80.809229)",3,724,21,NaN,NaN
2127,FL,SAINT LUCIE,FORT PIERCE,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,"1700 S 23RD ST
FORT PIERCE, FL
(27.431942, -80.347352)",2,1193,19,NaN,NaN
2128,FL,PINELLAS,LARGO,LARGO MEDICAL CENTER,"201 14TH ST SW
LARGO, FL
(27.914914, -82.802671)",3,1180,22,NaN,NaN
2129,FL,PINELLAS,SAINT PETERSBURG,NORTHSIDE HOSPITAL,"6000 49TH ST N
SAINT PETERSBURG, FL
(27.826053, -82.700001)",2,1372,21,NaN,NaN
2130,FL,HILLSBOROUGH,BRANDON,BRANDON REGIONAL HOSPITAL,"119 OAKFIELD DR
BRANDON, FL
(27.934002, -82.288303)",2,1144,20,NaN,NaN
2131,FL,PINELLAS,SAFETY HARBOR,MEASE COUNTRYSIDE HOSPITAL,"3231 MCMULLEN BOOTH RD
SAFETY HARBOR, FL
(28.040326, -82.708971)",4,3449,28,NaN,NaN
2132,FL,HERNANDO,BROOKSVILLE,OAK HILL HOSPITAL,"11375 CORTEZ BLVD
BROOKSVILLE, FL
(28.533305, -82.534495)",2,1402,25,NaN,NaN
2133,FL,HILLSBOROUGH,SUN CITY CENTER,SOUTH BAY HOSPITAL,"4016 SUN CITY CENTER BLVD
SUN CITY CENTER, FL
(27.71239, -82.365168)",2,1021,26,NaN,NaN
2134,FL,BAY,PANAMA CITY,GULF COAST REGIONAL MEDICAL CENTER,"449 W 23RD ST
PANAMA CITY, FL
(30.189682, -85.666124)",3,1225,20,NaN,NaN
2135,FL,PALM BEACH,DELRAY BEACH,DELRAY MEDICAL CENTER,"5352 LINTON BLVD
DELRAY BEACH, FL
(26.439246, -80.127919)",2,651,31,NaN,NaN
2136,FL,LEON,TALLAHASSEE,CAPITAL REGIONAL MEDICAL CENTER,"2626 CAPITAL MEDICAL BLVD
TALLAHASSEE, FL
(30.475376, -84.230728)",3,1300,21,NaN,NaN
2137,FL,PALM BEACH,JUPITER,JUPITER MEDICAL CENTER,"1210 S OLD DIXIE HWY
JUPITER, FL
(26.922824, -80.094539)",3,1597,23,NaN,NaN
2138,FL,BROWARD,PEMBROKE PINES,MEMORIAL HOSPITAL WEST,"703 N FLAMINGO RD
PEMBROKE PINES, FL
(26.013281, -80.309457)",4,2514,19,NaN,NaN
2139,FL,BREVARD,MELBOURNE,STEWARD MELBOURNE HOSPITAL,"250 NORTH WICKHAM ROAD
MELBOURNE, FL
(28.109804, -80.67261)",2,567,28,NaN,NaN
2140,FL,BROWARD,WESTON,CLEVELAND CLINIC HOSPITAL,"3100 WESTON RD
WESTON, FL
(26.080401, -80.365467)",4,1343,29,NaN,NaN
2141,FL,SANTA ROSA,GULF BREEZE,GULF BREEZE HOSPITAL,"1110 GULF BREEZE PKWY
GULF BREEZE, FL
(30.358649, -87.156803)",4,967,34,NaN,NaN
2142,FL,SARASOTA,ENGLEWOOD,ENGLEWOOD COMMUNITY HOSPITAL,"700 MEDICAL BLVD
ENGLEWOOD, FL
(26.949009, -82.327951)",4,571,25,NaN,NaN
2143,FL,PALM BEACH,WELLINGTON,WELLINGTON REGIONAL MEDICAL CENTER LLC,"10101 FOREST HILL BLVD
WELLINGTON, FL
(26.650806, -80.204858)",2,1225,18,NaN,NaN
2144,FL,MIAMI-DADE,MIAMI,WESTCHESTER GENERAL HOSPITAL,"2500 SW 75TH AVE
MIAMI, FL
(25.74804, -80.317224)",3,262,18,NaN,NaN
2145,FL,PALM BEACH,BOCA RATON,WEST BOCA MEDICAL CENTER,"21644 STATE RD 7
BOCA RATON, FL
(26.354571, -80.203236)",2,490,23,NaN,NaN
2146,FL,COLLIER,NAPLES,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,"6101 PINE RIDGE ROAD
NAPLES, FL
(26.211764, -81.730707)",2,743,25,NaN,NaN
2147,FL,WALTON,MIRAMAR BEACH,SACRED HEART HOSPITAL ON THE EMERALD COAST,"7800 US HWY 98 W
MIRAMAR BEACH, FL
(30.376819, -86.306823)",4,1033,34,NaN,NaN
2148,FL,PALM BEACH,WEST PALM BEACH,ST MARY'S MEDICAL CENTER,"901 45TH ST
WEST PALM BEACH, FL
(26.753208, -80.062803)",2,735,26,NaN,NaN
2149,FL,PALM BEACH,WEST PALM BEACH,GOOD SAMARITAN MEDICAL CENTER,"1309 N FLAGLER DR
WEST PALM BEACH, FL
(26.725062, -80.049968)",2,539,25,NaN,NaN
2150,FL,SUMTER,THE VILLAGES,"VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL
THE VILLAGES, FL
(28.94944, -81.958131)",2,3568,37,NaN,NaN
2151,FL,BROWARD,MIRAMAR,MEMORIAL HOSPITAL MIRAMAR,"1901 SW 172ND AVE
MIRAMAR, FL
(25.991087, -80.376005)",4,1051,15,NaN,NaN
2152,FL,BROWARD,CORAL SPRINGS,BROWARD HEALTH CORAL SPRINGS,"3000 CORAL HILLS DR
CORAL SPRINGS, FL
(26.268779, -80.254161)",2,1006,14,NaN,NaN
2153,FL,CLAY,MIDDLEBURG,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,"1670 ST VINCENTS WAY
MIDDLEBURG, FL
(30.111135, -81.831298)",4,453,35,NaN,NaN
2154,FL,DUVAL,JACKSONVILLE,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,"4201 BELFORT RD
JACKSONVILLE, FL
(30.253096, -81.584126)",3,2416,33,NaN,NaN
2155,FL,SUWANNEE,LIVE OAK,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,"1100 SW 11TH ST
LIVE OAK, FL
(30.289918, -83.003674)",3,198,26,NaN,NaN
2156,FL,OSCEOLA,SAINT CLOUD,ST CLOUD REGIONAL MEDICAL CENTER,"2906 17TH STREET
SAINT CLOUD, FL
(28.242414, -81.302658)",1,559,20,NaN,NaN
2157,FL,BREVARD,MELBOURNE,VIERA HOSPITAL,"8745 N WICKHAM RD
MELBOURNE, FL
(28.229812, -80.729434)",4,1071,36,NaN,NaN
2158,FL,BREVARD,PALM BAY,PALM BAY HOSPITAL,"1425 MALABAR RD, NE
PALM BAY, FL
(27.99833, -80.61208)",4,789,24,NaN,NaN
2159,FL,MIAMI-DADE,CORAL GABLES,DOCTORS HOSPITAL,"5000 UNIVERSITY DR
CORAL GABLES, FL
(25.724611, -80.273181)",3,301,22,NaN,NaN
2160,FL,LEVY,WILLISTON,REGIONAL GENERAL HOSPITAL WILLISTON,"125 SW 7TH ST
WILLISTON, FL
(29.384354, -82.455793)",3,166,77,NaN,NaN
2161,FL,PASCO,WESLEY CHAPEL,FLORIDA HOSPITAL WESLEY CHAPEL,"2600 BRUCE B DOWNS BLVD
WESLEY CHAPEL, FL
(28.193718, -82.353402)",4,1469,26,NaN,NaN
2162,FL,MIAMI-DADE,MIAMI,WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE
MIAMI, FL
(25.679344, -80.456967)",4,259,15,NaN,NaN
2163,FL,OSCEOLA,KISSIMMEE,POINCIANA MEDICAL CENTER,"325 CYPRESS PKWY
KISSIMMEE, FL
(28.142723, -81.472985)",2,488,21,NaN,NaN
2164,FL,MANATEE,BRADENTON,LAKEWOOD RANCH MEDICAL CENTER,"8330 LAKEWOOD RANCH BLVD
BRADENTON, FL
(27.392671, -82.434725)",3,652,23,NaN,NaN
2165,FL,MONROE,TAVERNIER,MARINERS HOSPITAL,"91500 OVERSEAS HIGHWAY
TAVERNIER, FL
(25.005408, -80.521301)",5,158,31,NaN,NaN
2166,GA,UPSON,THOMASTON,UPSON REGIONAL MEDICAL CENTER,"801 W GORDON STREET
THOMASTON, GA
(32.887252, -84.336109)",4,251,15,NaN,NaN
2167,GA,FORSYTH,CUMMING,NORTHSIDE HOSPITAL FORSYTH,"1200 NORTHSIDE FORSYTH DRIVE
CUMMING, GA
(34.178588, -84.139246)",4,2367,21,NaN,NaN
2168,FL,BRADFORD,STARKE,SHANDS STARKE REGIONAL MEDICAL CENTER,"922 E CALL ST
STARKE, FL
(29.941907, -82.10165)",3,219,24,NaN,NaN
2169,GA,CHEROKEE,CANTON,NORTHSIDE HOSPITAL CHEROKEE,"450 NORTHSIDE CHEROKEE BOULEVARD
CANTON, GA
(34.227523, -84.460562)",4,1278,24,NaN,NaN
2170,GA,CLARKE,ATHENS,ST MARY'S HOSPITAL,"1230 BAXTER STREET
ATHENS, GA
(33.94593, -83.404467)",4,886,27,NaN,NaN
2171,GA,WARE,WAYCROSS,MEMORIAL SATILLA HEALTH,"1900 TEBEAU STREET
WAYCROSS, GA
(31.226007, -82.349239)",3,386,14,NaN,NaN
2172,GA,CARROLL,VILLA RICA,TANNER MEDICAL CENTER VILLA RICA,"601 DALLAS HIGHWAY
VILLA RICA, GA
(33.742992, -84.919477)",4,327,18,NaN,NaN
2173,GA,WHITFIELD,DALTON,HAMILTON MEDICAL CENTER,"1200 MEMORIAL DRIVE
DALTON, GA
(34.788884, -84.983657)",3,407,16,NaN,NaN
2174,GA,ELBERT,ELBERTON,ELBERT MEMORIAL HOSPITAL,"4 MEDICAL DRIVE
ELBERTON, GA
(34.113068, -82.875601)",3,110,24,NaN,NaN
2175,GA,RICHMOND,AUGUSTA,AU MEDICAL CENTER,"1120 15TH STREET
AUGUSTA, GA
(33.471029, -81.991453)",2,632,16,NaN,NaN
2176,GA,TROUP,LAGRANGE,WELLSTAR WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD
LAGRANGE, GA
(33.031301, -85.056671)",3,572,15,NaN,NaN
2177,GA,CHATHAM,SAVANNAH,CANDLER HOSPITAL,"5353 REYNOLDS STREET
SAVANNAH, GA
(32.027361, -81.101731)",3,561,16,NaN,NaN
2178,GA,COBB,MARIETTA,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA
(33.968128, -84.551241)",3,3182,21,NaN,NaN
2179,GA,HALL,GAINESVILLE,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET
GAINESVILLE, GA
(34.30335, -83.81737)",4,3220,27,NaN,NaN
2180,GA,CARROLL,CARROLLTON,TANNER MEDICAL CENTER - CARROLLTON,"705 DIXIE STREET
CARROLLTON, GA
(33.570555, -85.072464)",4,1032,20,NaN,NaN
2181,GA,FRANKLIN,LAVONIA,"ST MARY'S SACRED HEART HOSPITAL, INC","367 CLEAR CREEK PARKWAY
LAVONIA, GA
(34.439485, -83.130855)",3,234,17,NaN,NaN
2182,GA,STEPHENS,TOCCOA,STEPHENS COUNTY HOSPITAL,"163 HOSPITAL DRIVE
TOCCOA, GA
(34.59302, -83.347172)",3,272,23,NaN,NaN
2183,GA,DEKALB,ATLANTA,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE
ATLANTA, GA
(33.79234, -84.32096)",3,442,23,NaN,NaN
2184,GA,GORDON,CALHOUN,GORDON HOSPITAL,"1035 RED BUD ROAD
CALHOUN, GA
(34.511878, -84.92537)",4,521,17,NaN,NaN
2185,GA,NEWTON,COVINGTON,PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE
COVINGTON, GA
(33.602673, -83.848082)",2,644,16,NaN,NaN
2186,GA,GLYNN,BRUNSWICK,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE
BRUNSWICK, GA
(31.173785, -81.484516)",3,469,20,NaN,NaN
2187,GA,CHATHAM,SAVANNAH,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA
(32.031785, -81.091827)",3,2070,22,NaN,NaN
2188,GA,BARROW,WINDER,NORTHEAST GEORGIA MEDICAL CENTER BARROW,"316 NORTH BROAD STREET
WINDER, GA
(34.007701, -83.706706)",2,184,21,NaN,NaN
2189,GA,HOUSTON,WARNER ROBINS,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA
(32.618198, -83.62941)",3,538,27,NaN,NaN
2190,GA,CHATHAM,SAVANNAH,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA
(31.985079, -81.152792)",3,598,27,NaN,NaN
2191,GA,BEN HILL,FITZGERALD,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447
FITZGERALD, GA
(31.697918, -83.260975)",3,181,27,NaN,NaN
2192,GA,SUMTER,AMERICUS,PHOEBE SUMTER MEDICAL CENTER,"126 HIGHWAY 280 W
AMERICUS, GA
(32.06425, -84.255376)",4,345,17,NaN,NaN
2193,GA,APPLING,BAXLEY,APPLING HOSPITAL,"163 E TOLLISON STREET
BAXLEY, GA
(31.768768, -82.349351)",2,125,28,NaN,NaN
2194,GA,RICHMOND,AUGUSTA,TRINITY HOSPITAL OF AUGUSTA,"2260 WRIGHTSBORO RD
AUGUSTA, GA
(33.467675, -82.017889)",3,515,28,NaN,NaN
2195,GA,PAULDING,HIRAM,WELLSTAR PAULDING HOSPITAL,"2518 JIMMY LEE SMITH PARKWAY
HIRAM, GA
(33.902429, -84.782727)",4,591,20,NaN,NaN
2196,GA,WALTON,MONROE,CLEARVIEW  REGIONAL MEDICAL CENTER,"2151 WEST SPRING STREET
MONROE, GA
(33.798635, -83.746316)",2,537,25,NaN,NaN
2197,GA,FLOYD,ROME,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA
(34.260454, -85.179957)",3,709,14,NaN,NaN
2198,GA,SPALDING,GRIFFIN,WELLSTAR SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA
(33.239215, -84.265671)",2,528,23,NaN,NaN
2199,GA,JACKSON,COMMERCE,NORTHRIDGE MEDICAL CENTER,"70 MEDICAL CENTER DRIVE
COMMERCE, GA
(34.218475, -83.469116)",3,135,21,NaN,NaN
2200,GA,MUSCOGEE,COLUMBUS,MIDTOWN MEDICAL CENTER,"710 CENTER ST BOX 951
COLUMBUS, GA
(32.481728, -84.982008)",3,715,13,NaN,NaN
2201,GA,FULTON,ATLANTA,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET, NE
ATLANTA, GA
(33.769592, -84.385188)",2,629,15,NaN,NaN
2202,GA,EMANUEL,SWAINSBORO,EMANUEL MEDICAL CENTER,"117 KITE ROAD
SWAINSBORO, GA
(32.59321, -82.346552)",4,163,30,NaN,NaN
2203,GA,CRISP,CORDELE,CRISP REGIONAL HOSPITAL,"902 7TH STREET NORTH
CORDELE, GA
(31.977515, -83.782846)",3,523,25,NaN,NaN
2204,GA,DODGE,EASTMAN,DODGE COUNTY HOSPITAL,"901 GRIFFIN AVE
EASTMAN, GA
(32.186055, -83.17859)",3,178,25,NaN,NaN
2205,GA,FULTON,ATLANTA,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE
ATLANTA, GA
(33.752279, -84.382475)",2,775,10,NaN,NaN
2206,GA,BIBB,MACON,"MEDICAL CENTER, NAVICENT HEALTH (THE)","777 HEMLOCK STREET
MACON, GA
(32.833202, -83.636553)",3,534,21,NaN,NaN
2207,GA,FULTON,ATLANTA,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD
ATLANTA, GA
(33.908634, -84.35182)",3,599,27,NaN,NaN
2208,GA,BULLOCH,STATESBORO,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA
(32.415171, -81.76865)",2,681,27,NaN,NaN
2209,GA,UNION,BLAIRSVILLE,UNION GENERAL HOSPITAL,"35 HOSPITAL ROAD
BLAIRSVILLE, GA
(34.884842, -83.963026)",4,440,31,NaN,NaN
2210,GA,TIFT,TIFTON,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET
TIFTON, GA
(31.470402, -83.491076)",3,964,16,NaN,NaN
2211,GA,COFFEE,DOUGLAS,COFFEE REGIONAL MEDICAL CENTER,"1101 OCILLA ROAD
DOUGLAS, GA
(31.509589, -82.86346)",3,405,14,NaN,NaN
2212,GA,GWINNETT,LAWRENCEVILLE,GWINNETT MEDICAL CENTER,"1000 MEDICAL CENTER BOULEVARD
LAWRENCEVILLE, GA
(33.966455, -84.013012)",3,1523,16,NaN,NaN
2213,GA,ROCKDALE,CONYERS,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE
CONYERS, GA
(33.682239, -84.001941)",2,495,27,NaN,NaN
2214,GA,WASHINGTON,SANDERSVILLE,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,"610 SPARTA ROAD
SANDERSVILLE, GA
(32.996817, -82.805042)",3,117,40,NaN,NaN
2215,GA,CLARKE,ATHENS,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA
(33.962377, -83.397733)",3,1336,22,NaN,NaN
2216,GA,COLQUITT,MOULTRIE,COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY BOX 40
MOULTRIE, GA
(31.126747, -83.782918)",3,376,23,NaN,NaN
2217,GA,DEKALB,DECATUR,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA
(33.79216, -84.282679)",2,660,13,NaN,NaN
2218,GA,BIBB,MACON,COLISEUM MEDICAL CENTERS,"350 HOSPITAL DRIVE
MACON, GA
(32.84577, -83.6188)",3,1669,21,NaN,NaN
2219,GA,WAYNE,JESUP,WAYNE MEMORIAL HOSPITAL,"865 SOUTH FIRST STREET
JESUP, GA
(31.602952, -81.899094)",4,227,11,NaN,NaN
2220,GA,COBB,AUSTELL,WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD
AUSTELL, GA
(33.856701, -84.601561)",2,1428,14,NaN,NaN
2221,GA,GRADY,CAIRO,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE
CAIRO, GA
(30.863393, -84.200261)",4,234,23,NaN,NaN
2222,GA,LOWNDES,VALDOSTA,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA
(30.86175, -83.288863)",3,762,24,NaN,NaN
2223,GA,MUSCOGEE,COLUMBUS,ST FRANCIS HOSPITAL,"2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA
(32.506927, -84.961378)",3,1527,31,NaN,NaN
